0.0,-2202319.706,-4665139.176,3739368.392
0.1,-2202319.706,-4665139.176,3739368.392
0.2,-2202319.706,-4665139.176,3739368.392
0.3,-2202319.706,-4665139.176,3739368.392
0.4,-2202319.706,-4665139.176,3739368.392
0.5,-2202319.706,-4665139.176,3739368.392
0.6,-2202319.706,-4665139.176,3739368.392
0.7,-2202319.706,-4665139.176,3739368.392
0.8,-2202319.706,-4665139.176,3739368.392
0.9,-2202319.706,-4665139.176,3739368.392
1.0,-2202319.706,-4665139.176,3739368.392
1.1,-2202319.706,-4665139.176,3739368.392
1.2,-2202319.706,-4665139.176,3739368.392
1.3,-2202319.706,-4665139.176,3739368.392
1.4,-2202319.706,-4665139.176,3739368.392
1.5,-2202319.706,-4665139.176,3739368.392
1.6,-2202319.706,-4665139.176,3739368.392
1.7,-2202319.706,-4665139.176,3739368.392
1.8,-2202319.706,-4665139.176,3739368.392
1.9,-2202319.706,-4665139.176,3739368.392
2.0,-2202319.706,-4665139.176,3739368.392
2.1,-2202319.706,-4665139.176,3739368.392
2.2,-2202319.706,-4665139.176,3739368.392
2.3,-2202319.706,-4665139.176,3739368.392
2.4,-2202319.706,-4665139.176,3739368.392
2.5,-2202319.706,-4665139.176,3739368.392
2.6,-2202319.706,-4665139.176,3739368.392
2.7,-2202319.706,-4665139.176,3739368.392
2.8,-2202319.706,-4665139.176,3739368.392
2.9,-2202319.706,-4665139.176,3739368.392
3.0,-2202319.706,-4665139.176,3739368.392
3.1,-2202319.706,-4665139.176,3739368.392
3.2,-2202319.706,-4665139.176,3739368.392
3.3,-2202319.706,-4665139.176,3739368.392
3.4,-2202319.706,-4665139.176,3739368.392
3.5,-2202319.706,-4665139.176,3739368.392
3.6,-2202319.706,-4665139.176,3739368.392
3.7,-2202319.706,-4665139.176,3739368.392
3.8,-2202319.706,-4665139.176,3739368.392
3.9,-2202319.706,-4665139.176,3739368.392
4.0,-2202319.706,-4665139.176,3739368.392
4.1,-2202319.706,-4665139.176,3739368.392
4.2,-2202319.706,-4665139.176,3739368.392
4.3,-2202319.706,-4665139.176,3739368.392
4.4,-2202319.706,-4665139.176,3739368.392
4.5,-2202319.706,-4665139.176,3739368.392
4.6,-2202319.706,-4665139.176,3739368.392
4.7,-2202319.706,-4665139.176,3739368.392
4.8,-2202319.706,-4665139.176,3739368.392
4.9,-2202319.706,-4665139.176,3739368.392
5.0,-2202319.706,-4665139.176,3739368.392
5.1,-2202319.706,-4665139.176,3739368.392
5.2,-2202319.706,-4665139.176,3739368.392
5.3,-2202319.706,-4665139.176,3739368.392
5.4,-2202319.706,-4665139.176,3739368.392
5.5,-2202319.706,-4665139.176,3739368.392
5.6,-2202319.706,-4665139.176,3739368.392
5.7,-2202319.706,-4665139.176,3739368.392
5.8,-2202319.706,-4665139.176,3739368.392
5.9,-2202319.706,-4665139.176,3739368.392
6.0,-2202319.706,-4665139.176,3739368.392
6.1,-2202319.706,-4665139.176,3739368.392
6.2,-2202319.706,-4665139.176,3739368.392
6.3,-2202319.706,-4665139.176,3739368.392
6.4,-2202319.706,-4665139.176,3739368.392
6.5,-2202319.706,-4665139.176,3739368.392
6.6,-2202319.706,-4665139.176,3739368.392
6.7,-2202319.706,-4665139.176,3739368.392
6.8,-2202319.706,-4665139.176,3739368.392
6.9,-2202319.706,-4665139.176,3739368.392
7.0,-2202319.706,-4665139.176,3739368.392
7.1,-2202319.706,-4665139.176,3739368.392
7.2,-2202319.706,-4665139.176,3739368.392
7.3,-2202319.706,-4665139.176,3739368.392
7.4,-2202319.706,-4665139.176,3739368.392
7.5,-2202319.706,-4665139.176,3739368.392
7.6,-2202319.706,-4665139.176,3739368.392
7.7,-2202319.706,-4665139.176,3739368.392
7.8,-2202319.706,-4665139.176,3739368.392
7.9,-2202319.706,-4665139.176,3739368.392
8.0,-2202319.706,-4665139.176,3739368.392
8.1,-2202319.706,-4665139.176,3739368.392
8.2,-2202319.706,-4665139.176,3739368.392
8.3,-2202319.706,-4665139.176,3739368.392
8.4,-2202319.706,-4665139.176,3739368.392
8.5,-2202319.706,-4665139.176,3739368.392
8.6,-2202319.706,-4665139.176,3739368.392
8.7,-2202319.706,-4665139.176,3739368.392
8.8,-2202319.706,-4665139.176,3739368.392
8.9,-2202319.706,-4665139.176,3739368.392
9.0,-2202319.706,-4665139.176,3739368.392
9.1,-2202319.706,-4665139.176,3739368.392
9.2,-2202319.706,-4665139.176,3739368.392
9.3,-2202319.706,-4665139.176,3739368.392
9.4,-2202319.706,-4665139.176,3739368.392
9.5,-2202319.706,-4665139.176,3739368.392
9.6,-2202319.706,-4665139.176,3739368.392
9.7,-2202319.706,-4665139.176,3739368.392
9.8,-2202319.706,-4665139.176,3739368.392
9.9,-2202319.706,-4665139.176,3739368.392
10.0,-2202319.706,-4665139.176,3739368.392
10.1,-2202319.706,-4665139.176,3739368.392
10.2,-2202319.706,-4665139.176,3739368.392
10.3,-2202319.706,-4665139.176,3739368.392
10.4,-2202319.706,-4665139.176,3739368.392
10.5,-2202319.706,-4665139.176,3739368.392
10.6,-2202319.706,-4665139.176,3739368.392
10.7,-2202319.706,-4665139.176,3739368.392
10.8,-2202319.706,-4665139.176,3739368.392
10.9,-2202319.706,-4665139.176,3739368.392
11.0,-2202319.706,-4665139.176,3739368.392
11.1,-2202319.706,-4665139.176,3739368.392
11.2,-2202319.706,-4665139.176,3739368.392
11.3,-2202319.706,-4665139.176,3739368.392
11.4,-2202319.706,-4665139.176,3739368.392
11.5,-2202319.706,-4665139.176,3739368.392
11.6,-2202319.706,-4665139.176,3739368.392
11.7,-2202319.706,-4665139.176,3739368.392
11.8,-2202319.706,-4665139.176,3739368.392
11.9,-2202319.706,-4665139.176,3739368.392
12.0,-2202319.706,-4665139.176,3739368.392
12.1,-2202319.706,-4665139.176,3739368.392
12.2,-2202319.706,-4665139.176,3739368.392
12.3,-2202319.706,-4665139.176,3739368.392
12.4,-2202319.706,-4665139.176,3739368.392
12.5,-2202319.706,-4665139.176,3739368.392
12.6,-2202319.706,-4665139.176,3739368.392
12.7,-2202319.706,-4665139.176,3739368.392
12.8,-2202319.706,-4665139.176,3739368.392
12.9,-2202319.706,-4665139.176,3739368.392
13.0,-2202319.706,-4665139.176,3739368.392
13.1,-2202319.706,-4665139.176,3739368.392
13.2,-2202319.706,-4665139.176,3739368.392
13.3,-2202319.706,-4665139.176,3739368.392
13.4,-2202319.706,-4665139.176,3739368.392
13.5,-2202319.706,-4665139.176,3739368.392
13.6,-2202319.706,-4665139.176,3739368.392
13.7,-2202319.706,-4665139.176,3739368.392
13.8,-2202319.706,-4665139.176,3739368.392
13.9,-2202319.706,-4665139.176,3739368.392
14.0,-2202319.706,-4665139.176,3739368.392
14.1,-2202319.706,-4665139.176,3739368.392
14.2,-2202319.706,-4665139.176,3739368.392
14.3,-2202319.706,-4665139.176,3739368.392
14.4,-2202319.706,-4665139.176,3739368.392
14.5,-2202319.706,-4665139.176,3739368.392
14.6,-2202319.706,-4665139.176,3739368.392
14.7,-2202319.706,-4665139.176,3739368.392
14.8,-2202319.706,-4665139.176,3739368.392
14.9,-2202319.706,-4665139.176,3739368.392
15.0,-2202319.706,-4665139.176,3739368.392
15.1,-2202319.753,-4665139.074,3739368.492
15.2,-2202319.801,-4665138.971,3739368.591
15.3,-2202319.848,-4665138.868,3739368.691
15.4,-2202319.896,-4665138.766,3739368.790
15.5,-2202319.943,-4665138.663,3739368.889
15.6,-2202319.991,-4665138.560,3739368.989
15.7,-2202320.038,-4665138.458,3739369.088
15.8,-2202320.086,-4665138.355,3739369.187
15.9,-2202320.133,-4665138.253,3739369.287
16.0,-2202320.181,-4665138.150,3739369.386
16.1,-2202320.228,-4665138.047,3739369.486
16.2,-2202320.276,-4665137.945,3739369.585
16.3,-2202320.323,-4665137.842,3739369.684
16.4,-2202320.371,-4665137.740,3739369.784
16.5,-2202320.418,-4665137.637,3739369.883
16.6,-2202320.466,-4665137.534,3739369.982
16.7,-2202320.514,-4665137.432,3739370.082
16.8,-2202320.561,-4665137.329,3739370.181
16.9,-2202320.609,-4665137.226,3739370.280
17.0,-2202320.656,-4665137.124,3739370.380
17.1,-2202320.704,-4665137.021,3739370.479
17.2,-2202320.751,-4665136.919,3739370.579
17.3,-2202320.799,-4665136.816,3739370.678
17.4,-2202320.846,-4665136.713,3739370.777
17.5,-2202320.894,-4665136.611,3739370.877
17.6,-2202320.941,-4665136.508,3739370.976
17.7,-2202320.989,-4665136.406,3739371.075
17.8,-2202321.036,-4665136.303,3739371.175
17.9,-2202321.084,-4665136.200,3739371.274
18.0,-2202321.131,-4665136.098,3739371.373
18.1,-2202321.179,-4665135.995,3739371.473
18.2,-2202321.226,-4665135.892,3739371.572
18.3,-2202321.274,-4665135.790,3739371.672
18.4,-2202321.321,-4665135.687,3739371.771
18.5,-2202321.369,-4665135.585,3739371.870
18.6,-2202321.416,-4665135.482,3739371.970
18.7,-2202321.464,-4665135.379,3739372.069
18.8,-2202321.511,-4665135.277,3739372.168
